iter	Logloss
168	0.136258993
169	0.1362027455
170	0.1361372918
171	0.1360733898
172	0.1359923409
173	0.1359148054
174	0.1357660479
175	0.1356496806
176	0.1355857121
177	0.1355000182
178	0.1354416346
179	0.1353673177
180	0.135274924
181	0.1352366561
182	0.1351742243
183	0.1350887128
184	0.1349954478
185	0.1348597815
186	0.1347943892
187	0.1347581579
188	0.134659092
189	0.1345957171
190	0.1345321997
191	0.1344571127
192	0.1344102884
193	0.1343206565
194	0.1342678921
195	0.1341411294
196	0.1341066576
197	0.1339404848
198	0.1339032143
199	0.1338396192
200	0.1337890517
201	0.1337056975
202	0.1336354869
203	0.1335803796
204	0.1334798102
205	0.1333680092
206	0.1333448944
207	0.1332031036
208	0.133137806
209	0.1330615653
210	0.1330211315
211	0.1329024718
212	0.1327917206
213	0.1326858614
214	0.1326013838
215	0.1325519365
216	0.1324535123
217	0.1323302749
218	0.1322900082
219	0.1321772694
220	0.1320232594
221	0.1319115176
222	0.1317936414
223	0.1316896602
224	0.1315610521
225	0.1314676782
226	0.1313845781
227	0.1313063101
228	0.1312560935
229	0.1311752903
230	0.1311519289
231	0.1310755415
232	0.1309566881
233	0.1309171395
234	0.1308663051
235	0.1307823195
236	0.1306917656
237	0.1305358918
238	0.130454485
239	0.130392856
240	0.1303394067
241	0.1302475982
242	0.1302070644
243	0.1301703841
244	0.1300880696
245	0.1299968627
246	0.129947816
247	0.129886595
248	0.1297794598
249	0.1297490229
250	0.1297363132
251	0.129706848
252	0.129596146
253	0.1294839961
254	0.1294598211
255	0.1294141236
256	0.1293304642
257	0.1292352919
258	0.1291649603
259	0.1291240097
260	0.1290795561
261	0.1289711081
262	0.1288877396
263	0.1287853598
264	0.1287278939
265	0.1287210241
266	0.1286765302
267	0.1286610009
268	0.1286099376
269	0.1285022853
270	0.1285009996
271	0.1284697729
272	0.1284683683
273	0.1284639226
274	0.1283550737
275	0.1282751912
276	0.1282741382
277	0.1282001249
278	0.1281426954
279	0.1281342914
280	0.1280937245
281	0.1280202862
282	0.1279196605
283	0.127915225
284	0.1278750881
285	0.1278353611
286	0.1277724045
287	0.1276898132
288	0.127653676
289	0.1276489186
290	0.1275932286
291	0.1275419446
292	0.1275366367
293	0.1274714845
294	0.1274675858
295	0.1274633064
296	0.1274087667
297	0.127369555
298	0.1272826777
299	0.1272350149
300	0.1271309633
301	0.127099417
302	0.1270952318
303	0.1270790561
304	0.1270103037
305	0.1269545227
306	0.1269139898
307	0.1268666793
308	0.1268023125
309	0.1267581097
310	0.1267520899
311	0.1266700101
312	0.1266315273
313	0.1265232586
314	0.1264685221
315	0.1264647632
316	0.1263497336
317	0.1263023944
318	0.1262574571
319	0.126219879
320	0.1262114621
321	0.1262084328
322	0.1261335279
323	0.1260744753
324	0.1260705597
325	0.1260675263
326	0.125972089
327	0.125968968
328	0.1259161637
329	0.1258456519
330	0.1257774783
331	0.1257746519
332	0.1256963294
333	0.125663348
334	0.1255983281
335	0.1255312041
336	0.1254819791
337	0.1254028185
338	0.1253445021
339	0.1253018744
340	0.1252442548
341	0.1251888553
342	0.1250979828
343	0.1250658048
344	0.1249778977
345	0.1249198118
346	0.1248193409
347	0.1247496171
348	0.1247045602
349	0.1246404663
350	0.1246072089
351	0.1245417362
352	0.1244863244
353	0.1244307022
354	0.1244234799
355	0.1243974274
356	0.1243477647
357	0.1243048677
358	0.1242573679
359	0.1242132023
360	0.1241317962
361	0.1240536139
362	0.1240321428
363	0.1239806161
364	0.1239296928
365	0.1238569914
366	0.1237977708
367	0.123760035
368	0.1237237281
369	0.1236328581
370	0.1235947488
371	0.1235572142
372	0.1235051309
373	0.1234594352
374	0.1234117118
375	0.1233564381
376	0.1233355491
377	0.1232873366
378	0.1232183675
379	0.1231259575
380	0.1230535771
381	0.1229881659
382	0.1229303233
383	0.1228657159
384	0.1228095565
385	0.1227589289
386	0.1227103961
387	0.1226282679
388	0.1225792072
389	0.1225162604
390	0.1224695932
391	0.1223980053
392	0.1223092265
393	0.1222384567
394	0.122179545
395	0.1221215295
396	0.1220872351
397	0.1219954059
398	0.1219494659
399	0.1218948303
400	0.1218580216
401	0.1218195082
402	0.1217661505
403	0.1217205474
404	0.1216785286
405	0.1216004471
406	0.1215335339
407	0.1214729932
408	0.1213536656
409	0.1212910535
410	0.1212442398
411	0.1211595401
412	0.1210531693
413	0.1210059553
414	0.1209597316
415	0.1209232662
416	0.1208745195
417	0.1208275617
418	0.1207501838
419	0.1207111064
420	0.1206504933
421	0.1206477063
422	0.1205989341
423	0.1205971892
424	0.1204982203
425	0.1204472769
426	0.1203744135
427	0.1203359312
428	0.1202772418
429	0.1202342166
430	0.1201556444
431	0.1201069278
432	0.1200670701
433	0.1199736555
434	0.1199335932
435	0.1198556298
436	0.1198532829
437	0.1198162667
438	0.1197756022
439	0.1197364255
440	0.1196434061
441	0.119578398
442	0.1195503935
443	0.119503246
444	0.1194660144
445	0.1194209852
446	0.1193492642
447	0.1193053496
448	0.1192618641
449	0.1191959294
450	0.1191581263
451	0.119098622
452	0.1190088402
453	0.1189630268
454	0.1188816417
455	0.1188525301
456	0.1188196901
457	0.1187909385
458	0.1187059611
459	0.1186432749
460	0.1185578728
461	0.1184867692
462	0.1184183853
463	0.1183834815
464	0.1183303931
465	0.1182590416
466	0.1181736695
467	0.118130909
468	0.118096145
469	0.1180641961
470	0.1179972453
471	0.1179604397
472	0.1179306037
473	0.1178525266
474	0.1178510423
475	0.1177799591
476	0.1177523277
477	0.1177021008
478	0.1177000147
479	0.1176567872
480	0.1175772679
481	0.1175515314
482	0.1174761833
483	0.117443102
484	0.1173788766
485	0.1173537908
486	0.1173124153
487	0.1173104834
488	0.1172641374
489	0.1172390571
490	0.1171904493
491	0.117159203
492	0.1171015565
493	0.1170236072
494	0.1169437359
495	0.1169008245
496	0.1168694554
497	0.1167946636
498	0.1167732662
499	0.1167321308
500	0.1166751973
501	0.1166156218
502	0.1165842573
503	0.1165191523
504	0.1164546882
505	0.116404458
506	0.1163709878
507	0.1163123249
508	0.1162585013
509	0.1162201273
510	0.1161792921
511	0.1161584214
512	0.1161194774
513	0.1160706902
514	0.1160401137
515	0.1160109401
516	0.1159656085
517	0.1159283744
518	0.1158702396
519	0.1157862505
520	0.1157530062
521	0.1157062733
522	0.1156871758
523	0.115629191
524	0.1155736835
525	0.1155177367
526	0.1154856474
527	0.1154103265
528	0.1153658157
529	0.1153171235
530	0.115280728
531	0.1152015208
532	0.1151534181
533	0.1151113647
534	0.1150839216
535	0.1150344083
536	0.1149876734
537	0.1149865509
538	0.1149201438
539	0.1148583562
540	0.1148121949
541	0.1147560274
542	0.1147107231
543	0.1146802849
544	0.1146315445
545	0.1145650116
546	0.1145238294
547	0.1144977562
548	0.1144760566
549	0.114438267
550	0.1143803174
551	0.1143304633
552	0.1142767581
553	0.1142109518
554	0.1142098526
555	0.1141387167
556	0.114083354
557	0.1140269677
558	0.1140048476
559	0.1139763729
560	0.1139181846
561	0.1138470653
562	0.1137871107
563	0.1137166772
564	0.1136786996
565	0.1136488064
566	0.1136082986
567	0.1135743747
568	0.1135311569
569	0.1134832889
570	0.1134138011
571	0.1133311842
572	0.1132924541
573	0.113238736
574	0.1131927363
575	0.1131562401
576	0.1130955188
577	0.1130580787
578	0.11300317
579	0.1129722785
580	0.1129113418
581	0.1128824554
582	0.1128525161
583	0.1128126599
584	0.1127705785
585	0.1127278468
586	0.1126789739
587	0.1126385682
588	0.112612345
589	0.1125796338
590	0.1125508427
591	0.1125026694
592	0.1125013889
593	0.1124168216
594	0.1123902583
595	0.1123505377
596	0.112316087
597	0.1122593904
598	0.1122312644
599	0.112186651
600	0.1121559404
601	0.1121014653
602	0.1120501606
603	0.1120307179
604	0.1120053107
605	0.1119866378
606	0.1119574524
607	0.1118910174
608	0.111847254
609	0.1118251588
610	0.1117957481
611	0.1117760131
612	0.1117230232
613	0.1116735861
614	0.1116501229
615	0.1116020199
616	0.1115522747
617	0.1114933065
618	0.1114915886
619	0.1114423459
620	0.1114204859
621	0.111367326
622	0.1113351488
623	0.1112884061
624	0.1112424203
625	0.1112073373
626	0.1111343591
627	0.1111320069
628	0.1110891693
629	0.1110541101
630	0.1110066076
631	0.1109778723
632	0.1109342808
633	0.1108989271
634	0.1108640482
635	0.1108218638
636	0.1107760553
637	0.1107744422
638	0.1107126521
639	0.11071112
640	0.1107105038
641	0.1106832834
642	0.1106568137
643	0.1106124533
644	0.1105778534
645	0.1105253496
646	0.1105019117
647	0.11047337
648	0.1104394387
649	0.1104171036
650	0.1103687695
651	0.1103155954
652	0.1102771354
653	0.1102173231
654	0.1101878152
655	0.1101280926
656	0.1100969802
657	0.1100464253
658	0.110011299
659	0.1099677465
660	0.1099663446
661	0.1099406472
662	0.1098674218
663	0.1098427456
664	0.1097910802
665	0.1097258976
666	0.109685866
667	0.1096299314
668	0.1096092443
669	0.1096079508
670	0.1096067229
671	0.1096061789
672	0.1095894849
673	0.1095305915
674	0.1095030567
675	0.1094656368
676	0.1094544398
677	0.1094147984
678	0.1093604459
679	0.1092993968
680	0.1092683109
681	0.1092209134
682	0.109220539
683	0.1092143173
684	0.1091688335
685	0.1091365955
686	0.1091277552
687	0.1090918797
688	0.1090267676
689	0.1089942984
690	0.1089939577
691	0.1089534091
692	0.1089188567
693	0.108885882
694	0.1088310466
695	0.1088307039
696	0.1088295843
697	0.1087883236
698	0.1087340544
699	0.1086904214
700	0.1086703495
701	0.1086691684
702	0.1086337822
703	0.1085780579
704	0.1085383792
705	0.1084972425
706	0.108415287
707	0.1083688829
708	0.108338687
709	0.1082958035
710	0.1082643286
711	0.1082178558
712	0.1082127082
713	0.1081730887
714	0.1081469001
715	0.1081398885
716	0.1080846293
717	0.1080463827
718	0.1080130741
719	0.1080056412
720	0.1079781015
721	0.1079412954
722	0.1078827513
723	0.1078824685
724	0.107881686
725	0.1078214538
726	0.1077523281
727	0.1076827475
728	0.1076537845
729	0.1076055629
730	0.1075844806
731	0.1075136855
732	0.107485274
733	0.1074409275
734	0.107366137
735	0.1073447375
736	0.107320661
737	0.1072583197
738	0.1072050542
739	0.1071647989
740	0.1071381174
741	0.1070872961
742	0.1070555093
743	0.1070064222
744	0.1069680732
745	0.1069354065
746	0.1068702876
747	0.1068219721
748	0.1067554986
749	0.1067227127
750	0.1067041375
751	0.1066637257
752	0.1065982726
753	0.1065772894
754	0.1065339461
755	0.1064816641
756	0.1064455361
757	0.1064200802
758	0.1063551421
759	0.1062873332
760	0.1062624998
761	0.106234444
762	0.1062071226
763	0.1061823588
764	0.1061319037
765	0.1060873189
766	0.1060584968
767	0.1059948053
768	0.1059723584
769	0.1059256321
770	0.1059160611
771	0.1058813074
772	0.105859508
773	0.1058588801
774	0.1058412335
775	0.1058083113
776	0.1057717778
777	0.105767907
778	0.1057331991
779	0.1057188443
780	0.1056659046
781	0.1056125513
782	0.1055625074
783	0.1055452703
784	0.1055443201
785	0.1055420794
786	0.1055042366
787	0.1054758961
788	0.105455639
789	0.1054537948
790	0.1054200665
791	0.1053546578
792	0.1053255518
793	0.1052955738
794	0.1052950207
795	0.1052888776
796	0.1052405422
797	0.1052107829
798	0.1051490716
799	0.1050862024
800	0.105030496
801	0.1049857571
802	0.1049678495
803	0.1049374465
804	0.1048811172
805	0.1048423658
806	0.1048094818
807	0.1047470135
808	0.1047150219
809	0.1046901041
810	0.1046369474
811	0.1045948986
812	0.1045559399
813	0.1045372943
814	0.1044903667
815	0.1044189152
816	0.1043917963
817	0.1043786516
818	0.1043595605
819	0.1043153891
820	0.1042900179
821	0.1042676493
822	0.1042416444
823	0.1041976973
824	0.1041568399
825	0.1041384728
826	0.1041056296
827	0.1040785421
828	0.1040579386
829	0.1040547998
830	0.1040389231
831	0.1040340594
832	0.1040338099
833	0.1040291923
834	0.1040218646
835	0.1040058397
836	0.1040055306
837	0.1040048063
838	0.103968043
839	0.1039163703
840	0.1038801732
841	0.103839214
842	0.1038389978
843	0.1038230464
844	0.1038144239
845	0.1037985248
846	0.1037767284
847	0.1037745929
848	0.1037731387
849	0.1037295846
850	0.1036904131
851	0.1036745
852	0.1036299963
853	0.103588578
854	0.1035390012
855	0.1034965317
856	0.1034610409
857	0.1034292538
858	0.1033720878
859	0.1033330387
860	0.1033223358
861	0.1032753136
862	0.1032465722
863	0.1031988624
864	0.1031507497
865	0.1031242323
866	0.1030680267
867	0.1030118585
868	0.1029656654
869	0.1029262602
870	0.1029091385
871	0.1028753184
872	0.1028230577
873	0.102752689
874	0.1027319371
875	0.1027169421
876	0.1026744421
877	0.1026633788
878	0.1026485159
879	0.1025968881
880	0.102558277
881	0.1025469117
882	0.1025375427
883	0.10250399
884	0.1024933529
885	0.1024931029
886	0.1024622204
887	0.1024620168
888	0.1024231495
889	0.1023934176
890	0.1023385725
891	0.1023235304
892	0.1023232893
893	0.1023230242
894	0.1023045126
895	0.102263372
896	0.1022281109
897	0.1021926139
898	0.1021782577
899	0.1021780017
900	0.1021389099
901	0.102118716
902	0.102083385
903	0.1020076037
904	0.1019380211
905	0.1019052852
906	0.101855916
907	0.1018108973
908	0.1017853615
909	0.1017489006
910	0.1017435015
911	0.10170757
912	0.1016609449
913	0.1016557398
914	0.1016138349
915	0.1015760429
916	0.1015694258
917	0.1014975352
918	0.1014545649
919	0.1013998706
920	0.1013775176
921	0.1013233823
922	0.101267183
923	0.1012106304
924	0.1011781007
925	0.1011594202
926	0.1011500235
927	0.1010889003
928	0.1010585325
929	0.1010014475
930	0.1009785465
931	0.1009568662
932	0.1009024184
933	0.1008905526
934	0.1008500178
935	0.1008170385
936	0.1007843111
937	0.100754927
938	0.1007180162
939	0.1006707659
940	0.1006269861
941	0.1006063283
942	0.1005855604
943	0.1005189823
944	0.1005006874
945	0.1004751188
946	0.1004393863
947	0.1004222551
948	0.1003677961
949	0.1003401885
950	0.1003106861
951	0.1002695644
952	0.1002404586
953	0.1001780205
954	0.1001445326
955	0.1001317128
956	0.1000940809
957	0.1000690423
958	0.1000688217
959	0.1000684174
960	0.1000538635
961	0.1000470639
962	0.1000109355
963	0.09998292492
964	0.09992929037
965	0.0998648588
966	0.09985937181
967	0.09982738651
968	0.09978555227
969	0.0997853336
970	0.09978512729
971	0.09976869548
972	0.09974601471
973	0.09971380008
974	0.09969866885
975	0.09966057627
976	0.09965188004
977	0.09962256752
978	0.09960342631
979	0.09957505727
980	0.09956373764
981	0.09956351277
982	0.0995302265
983	0.09953002527
984	0.09947427234
985	0.09946844975
986	0.09946807609
987	0.09942486385
988	0.09942464937
989	0.09941406081
990	0.09939173274
991	0.09933750078
992	0.09930684509
993	0.09926558096
994	0.09925664099
995	0.09921320919
996	0.09916966447
997	0.09912221837
998	0.09910240584
999	0.09908135298
